"customer","purchase_amt","email","revenue","number_of_orders","number_of_orders2","recency_days","distance","weights","subclass","pred_purchase_amt"
4419,0,1,283,5,25,35,0.397160233076006,1,"6769",22.1748957424785
4422,0,0,99,2,4,384,0.292655982243995,1,"4907",9.11533482016517
4424,36,1,110,3,9,33,0.315424193251504,1,"6770",18.1423040750077
4426,0,1,1083.25,26,676,30,0.771323837638723,1,"6771",76.5510500602722
4428,0,0,22,1,1,25,0.271200054302507,1,"7750",12.8044345338825
4429,0,1,157,5,25,23,0.346220242283292,1,"6772",20.9928603368596
4430,0,1,39.5,2,4,485,0.268264149926485,1,"6773",9.50098663782553
4432,0,1,107.95,4,16,218,0.314111419162221,1,"6774",15.4847344803564
4433,28,0,268,11,121,26,0.422938702400405,1,"5780",25.2860415142489
4434,0,0,112,3,9,26,0.316432702358519,1,"7903",15.1724630869269
4435,0,0,88.5,3,9,285,0.298480327658301,1,"1306",10.928146606557
4436,173.5,0,708.25,22,484,59,0.636399552360835,1,"6162",48.6274902037487
4437,0,1,209,6,36,285,0.362858771999327,1,"6775",16.9773952885519
4438,0,1,137.9,5,25,24,0.338660291217693,1,"6776",20.7533457214571
4439,0,1,162.5,5,25,568,0.328046293646174,1,"6777",11.1090083879324
4440,0,0,257,7,49,17,0.398854063910045,1,"6621",20.7263056604791
4442,0,0,161.5,5,25,55,0.346793184082706,1,"4646",16.8998143906906
4443,0,1,303.45,11,121,99,0.435142678618358,1,"6779",28.2793900705775
4445,0,1,76,2,4,86,0.294627732154588,1,"6780",15.8205790713951
4446,0,0,19,2,4,23,0.276438496699666,1,"2877",13.6021730006817
4447,0,1,39.5,2,4,166,0.278843186614557,1,"6781",14.0932229562382
4448,0,1,119.5,2,4,330,0.302029886862441,1,"6782",12.1200610395491
4449,0,1,237.95,6,36,394,0.370392567038904,1,"6783",15.2043254928747
4451,0,1,42,1,1,667,0.25717399654374,1,"6784",7.02549300151145
4454,0,1,20,1,1,680,0.249485379398815,1,"6785",6.80384939761109
4455,0,1,419.95,12,144,21,0.49318299962173,1,"6786",33.9608539132208
4457,0,1,327.5,10,100,43,0.443302366618127,1,"6787",28.9137929015493
4458,0,1,118,2,4,18,0.312554903182751,1,"6788",17.5277281226396
4459,0,1,125,1,1,699,0.284779762307579,1,"6789",7.10904070912551
4460,0,0,189,1,1,377,0.319691282425773,1,"6511",9.1358195727028
4461,0,1,223,5,25,31,0.37248050898179,1,"6790",21.5650882763006
4462,0,1,196.95,6,36,383,0.354249833437863,1,"6791",15.0411838862927
4465,34,1,402.95,11,121,123,0.477298289262704,1,"6792",29.0144809308075
4466,0,0,242,6,36,115,0.382988025300686,1,"7374",17.4455705183615
4468,59,0,312.5,9,81,158,0.427287988651874,1,"8180",20.2866159415741
4469,0,1,306,8,64,18,0.425045471937579,1,"6793",26.6333823525579
4471,0,1,489.6,22,484,21,0.545789458269408,1,"6794",52.8129091565624
4473,669.65,1,1406.55,41,1681,21,0.826300377470487,1,"6795",128.810721432213
4474,0,0,112,5,25,56,0.327412242297886,1,"8706",16.4119762960562
4475,0,1,828.9,18,324,53,0.679931127539508,1,"6796",51.1337616422067
4476,0,0,193.95,5,25,15,0.361298896907305,1,"5412",18.018339477686
4477,0,0,441.5,11,121,16,0.49860414088236,1,"6036",27.9405442894528
4478,0,1,817.3,20,400,29,0.679010412995201,1,"6797",56.0337630109405
4479,0,1,54,4,16,84,0.298810821095176,1,"6798",17.5373197585054
4480,0,0,293.5,6,36,78,0.405974752857048,1,"4124",18.726997366372
4483,0,1,92,3,9,85,0.306816800500477,1,"6799",16.921921642616
4484,0,1,138,6,36,37,0.343942701936219,1,"6800",21.5717348376531
4486,0,1,284.5,5,25,348,0.385343836799186,1,"6801",15.5802883175377
4487,0,1,341,11,121,57,0.453085709072977,1,"6802",30.0876583175124
4488,380.85,1,529,13,169,37,0.543936106874568,1,"6803",36.8397750426939
4489,0,0,90,1,1,663,0.273669380853378,1,"7774",5.84647189679408
4491,0,1,30,1,1,390,0.262025500981901,1,"6805",10.0079462299241
4493,0,1,285.35,11,121,179,0.424113439623896,1,"6806",25.7736997866851
4495,0,1,170,3,9,245,0.330634354583247,1,"6807",14.6801779878971
4496,29,0,371,8,64,21,0.452913935668793,1,"5280",23.1057632407026
4498,0,1,2518.35,81,6561,13,0.789947336785125,1,"6808",299.32747262868
4500,0,0,98.95,3,9,166,0.306527103370526,1,"6258",12.7346743128866
4502,0,0,259,3,9,398,0.36004176798462,1,"4220",10.536044817504
4503,0,0,65.5,2,4,11,0.293413806091002,1,"6849",14.1816439962285
4504,0,1,25,1,1,528,0.255927391773118,1,"6810",8.35264904647726
4506,0,0,16.95,1,1,384,0.257827334621583,1,"138",8.11013697474672
4507,0,0,201.95,5,25,20,0.364340842490208,1,"3737",17.9964874648769
4508,0,1,30,2,4,611,0.260939146513293,1,"6811",8.01975385408325
4510,0,1,64,3,9,58,0.297441303736821,1,"6813",17.1815125501012
4511,0,1,215,6,36,9,0.376033316448689,1,"6814",23.1745410878085
4512,0,0,362.57,24,576,12,0.490878233606512,1,"820",46.9292984460566
4513,241.95,0,206.5,6,36,25,0.371927434781803,1,"7240",18.944108552905
4515,0,1,74,1,1,457,0.274942454322159,1,"6815",9.44585143049006
4517,0,0,537.5,5,25,406,0.491479613716449,1,"4035",13.9046209061254
4518,0,1,69,1,1,364,0.276295302311994,1,"6816",10.5950740975993
4519,0,1,177,4,16,291,0.337965099424133,1,"6817",14.7889356264458
4520,0,0,310,4,16,407,0.387198039785415,1,"5252",11.4247032660934
4521,0,1,557.2,16,256,5,0.566703142671121,1,"6819",43.7010490193801
4522,0,0,59,1,1,18,0.284416712055074,1,"6996",13.2011740788267
4523,0,0,129,1,1,395,0.296683508022166,1,"3016",8.59115072826211
4524,36.9,1,359.85,11,121,3,0.463508057477851,1,"6820",32.0728246480063
4525,158,0,283.9,9,81,65,0.418866680554002,1,"7975",22.1280687334835
4526,147,1,607.95,20,400,20,0.594971440861509,1,"6821",51.6255221698197
4527,29,1,2187.39,90,8100,68,0.481986427274606,1,"6822",294.31065767739
4528,55,1,14.95,1,1,228,0.262163493179651,1,"6823",12.1360920380483
4529,0,0,29,1,1,258,0.265966165552373,1,"5644",9.62051507814175
4530,0,1,184.5,8,64,141,0.369319130313155,1,"6824",21.9035913952359
4531,0,1,161,5,25,30,0.347540625944602,1,"6825",20.8765863007814
4533,0,0,25,1,1,583,0.254183294903297,1,"2149",6.24525224307214
4534,0,1,842.35,24,576,26,0.690050499680656,1,"6826",65.4116136103804
4535,0,1,169,5,25,110,0.347685983729158,1,"6827",19.1805300795813
4538,0,1,150.95,3,9,392,0.317958050674371,1,"6828",12.1590384452519
4540,0,0,392.35,15,225,10,0.492041819727668,1,"4854",32.9821511529755
4543,0,1,135,1,1,701,0.288287210955237,1,"6830",7.13687993392201
4544,0,1,256.95,4,16,14,0.380764541047791,1,"6831",21.2186635927713
4545,12.95,0,197,5,25,578,0.341108167605142,1,"7429",9.12207833004713
4547,0,0,156.4,4,16,381,0.326638582266386,1,"3448",10.7408840857914
4549,0,0,72.95,3,9,396,0.288995204404623,1,"1741",9.40491048131123
4550,0,1,0,3,9,38,0.275256088523263,1,"6832",16.9562906622928
4551,0,1,157,6,36,32,0.35167021081005,1,"6833",21.9131163949734
4552,0,0,99.95,4,16,79,0.316098196954742,1,"8050",14.992445521889
4553,64.45,1,238.5,5,25,53,0.377975353116162,1,"6834",21.2271647301976
4554,0,0,321.45,6,36,228,0.411739698115176,1,"491",16.0176509234191
4555,103,0,215.85,6,36,447,0.359385150957409,1,"2480",11.5701543293237
4557,0,1,37,1,1,256,0.268772481490731,1,"6835",11.8829461515249
4558,0,1,237.95,7,49,220,0.382856164248056,1,"6836",19.6089219502972
4559,0,1,118,3,9,52,0.31776560440279,1,"6837",17.8337866315272
4561,0,0,149,3,9,231,0.323067147588928,1,"7916",12.1218273750148
4562,0,0,61.5,2,4,600,0.272067026219439,1,"5982",6.68881427985651
4565,165,1,838.5,18,324,29,0.684440015134824,1,"6838",52.4456797819735
4567,0,1,57,1,1,301,0.274205750108601,1,"6839",11.3776723389561
4568,32,0,172.75,7,49,20,0.363986159665979,1,"4666",19.7276284438784
4569,32,1,187.5,4,16,397,0.338116003406023,1,"6840",13.1087765733217
4570,0,0,818.75,28,784,133,0.673698874433081,1,"3936",59.2696663053059
4571,0,0,889.45,22,484,18,0.70755747051819,1,"3433",54.5498658580398
4572,0,1,304.8,9,81,133,0.425014782405839,1,"6841",24.7734101522686
4573,0,0,97.9,2,4,660,0.282821834120325,1,"1254",6.31695492814347
4574,81.5,0,576.35,20,400,176,0.575236374829935,1,"7177",37.9458904990392
4576,0,0,155.45,6,36,336,0.339582851403882,1,"509",12.7826142174343
4578,0,1,480.4,14,196,280,0.516142961341918,1,"6842",29.5478905508423
4579,0,1,136,6,36,103,0.340675254170068,1,"6843",20.0325548628595
4581,0,1,228,2,4,18,0.355304979869739,1,"6845",18.6398206649382
4582,0,1,73.9,2,4,714,0.272594641132125,1,"6846",7.19892959969717
4585,0,0,158,6,36,44,0.351612375604304,1,"5307",18.0470696189995
4586,64.85,1,106,4,16,425,0.305991679744832,1,"6847",12.0653109014823
4589,0,0,319,8,64,58,0.428975473143489,1,"7732",21.5845470231831
4590,29.5,1,81.95,2,4,415,0.28546443468229,1,"6848",10.6601692320978
4591,0,0,59,2,4,93,0.288246413274347,1,"6580",12.7998647074689
4595,0,1,129,1,1,489,0.293420404132348,1,"6849",9.38608099908632
4596,0,0,216.95,4,16,514,0.345310440270866,1,"2711",9.42425207108059
4597,0,0,284,2,4,409,0.362828557953838,1,"4120",9.91780257904828
4600,161.95,0,560.6,21,441,171,0.569644283969253,1,"8870",39.4233220331903
4601,80,0,332,14,196,278,0.451493460375448,1,"130",23.1171299198822
4602,0,1,148.95,2,4,26,0.32401033622083,1,"6851",17.6730004657443
4603,0,0,408.7,17,289,20,0.503950007451935,1,"5862",35.9207445803737
4604,0,1,231.5,5,25,88,0.373732838082712,1,"6852",20.3441754950064
4605,0,1,70.5,2,4,69,0.293220084892657,1,"6853",16.0864077582033
4609,156,1,138.5,3,9,21,0.326726349659449,1,"6854",18.6850362524381
4610,0,0,906.25,24,576,24,0.713502610573199,1,"7109",58.7252902921145
4611,39,1,188.95,7,49,277,0.360622851731283,1,"6855",17.893175973755
4612,0,1,288,6,36,39,0.405224718739674,1,"6856",23.3224525212913
4613,135.5,1,984,28,784,195,0.731776323595891,1,"6857",68.885093225762
4614,0,0,321.9,8,64,655,0.405982661417889,1,"8365",10.7270937552529
4615,0,0,255,4,16,26,0.379488952306618,1,"1964",17.4231678682114
4616,29,0,34,1,1,14,0.275734929414154,1,"5925",13.0694832279019
4620,171,1,92,3,9,384,0.296307030654456,1,"6858",11.8495013967585
4623,0,1,226.5,16,256,105,0.419042673193221,1,"6859",33.9942186378759
4624,49.5,0,146.5,4,16,30,0.335778750252276,1,"3029",16.3081395627582
4625,0,1,220.8,7,49,592,0.36134624722002,1,"6860",12.5727458006937
4626,0,1,90,2,4,454,0.287011278895372,1,"6861",10.2000180651609
4628,0,1,128,2,4,120,0.312655342820863,1,"6862",15.6654867391323
4629,0,1,364.09,13,169,399,0.456941370389842,1,"6863",23.4211707249733
4630,0,1,122.9,3,9,597,0.300178497102541,1,"6864",9.23867311605786
4631,0,0,99,2,4,376,0.29293245290433,1,"4692",9.20966290486199
4632,0,0,256.5,7,49,392,0.383740078116117,1,"4430",13.4390483329086
4633,73,0,282.7,9,81,172,0.41401681561629,1,"4764",19.6490202152509
4634,0,1,128.67,16,256,8,0.381867326007764,1,"6865",35.6662557648678
4637,0,0,391.95,4,16,47,0.436425077718988,1,"7318",18.3680850256254
4639,587,1,136.5,3,9,244,0.317833670800259,1,"6866",14.4131749417899
4641,49.9,0,252.25,12,144,491,0.401544040593063,1,"2844",15.7197088112542
4642,0,1,73,2,4,64,0.294300404609307,1,"6868",16.2033647153066
4643,0,1,126,3,9,389,0.308677144576303,1,"6869",12.0215287077473
4645,24.5,0,113,4,16,18,0.323276471196388,1,"2365",16.223653789282
4648,0,1,115,3,9,39,0.31709877823451,1,"6870",18.0694051166651
4649,0,1,255,7,49,126,0.393665034815093,1,"6871",21.9588573946261
4653,0,0,44,1,1,21,0.279006563187449,1,"1526",13.0365799202134
4654,0,1,278.5,8,64,384,0.398605321639559,1,"6872",17.5772178165399
4657,0,0,504.5,16,256,623,0.518264892331354,1,"1618",19.149632333726
4658,0,1,216,4,16,23,0.363678866141466,1,"6873",20.5469226895619
4660,0,1,163,4,16,168,0.337079872395585,1,"6874",16.9357235812544
4661,0,1,143,5,25,340,0.328916546013898,1,"6875",14.4891726750683
4662,0,0,347,8,64,288,0.43157105937545,1,"5462",16.9265716609021
4663,0,1,40,2,4,379,0.271924215327078,1,"6876",10.8673842144995
4664,22.95,0,128,3,9,36,0.322152367793481,1,"2499",15.1344256500164
4666,177.95,1,74.5,3,9,137,0.298525031741317,1,"6877",15.7729098964567
4667,0,0,108,2,4,334,0.297666935470226,1,"2991",9.77328555013623
4669,0,0,261,6,36,392,0.379921242773372,1,"7098",12.7190989404818
4670,0,1,908,11,121,651,0.669160691539908,1,"6878",21.5632024121903
4672,38,0,250.45,11,121,19,0.415748834224655,1,"8041",25.2424176434113
4673,0,1,843,23,529,9,0.690998005743168,1,"6879",64.1153397825055
4677,0,1,292,4,16,626,0.371184195208961,1,"6880",10.5302548721547
4679,0,1,266.85,9,81,124,0.409242762331014,1,"6881",24.5197487959833
4681,0,0,185,2,4,436,0.322834597962642,1,"225",9.00191180004301
4682,162,0,788.8,21,441,11,0.669571623069311,1,"2936",50.6335896651553
4686,0,1,144.5,2,4,20,0.322526643991128,1,"6883",17.7500966726929
4687,0,0,29,1,1,327,0.263723994913653,1,"4912",8.80367712574665
4690,0,0,69,1,1,263,0.279678579012117,1,"7012",9.80206871114762
4691,0,1,498.5,16,256,31,0.540262890940712,1,"6885",41.5230407113992
4692,19.95,0,1029.35,24,576,1,0.756135804965602,1,"2415",62.9945010446551
4694,0,0,176,4,16,16,0.347912481277094,1,"4488",16.8549375382647
4695,0,1,202,6,36,391,0.355966868510717,1,"6886",14.9436234912246
4696,0,0,607.35,21,441,211,0.587949340981873,1,"1395",38.7891508090527
4698,0,0,113,4,16,19,0.323239960228007,1,"8515",16.2048135047155
4700,85,0,1307,36,1296,1,0.817466346455279,1,"4335",100.39348374489
4701,43,0,309.1,13,169,84,0.446141674869776,1,"7984",26.7564884561111
4702,0,1,22,1,1,703,0.249421637884155,1,"6887",6.60426552725624
4703,69,1,466.95,14,196,8,0.521602823674577,1,"6888",38.422889335733
4704,120.9,0,265.6,8,64,489,0.389035721183483,1,"2749",12.7243842906226
4706,0,0,182.9,5,25,189,0.350213976708971,1,"1037",14.6286860241146
4707,34,1,197.5,5,25,162,0.357081094687567,1,"6889",18.3756009280403
4709,0,0,29,1,1,389,0.261719668764261,1,"2368",8.11999266508792
4710,159.85,1,33.9,2,4,544,0.264426061421821,1,"6890",8.77477848687599
4711,0,0,99,2,4,12,0.305671683368439,1,"1085",14.4451626630889
4713,0,1,103,2,4,101,0.304006583722941,1,"6891",15.788773287882
4715,0,0,887.7,23,529,13,0.707299930568072,1,"2851",56.7659505845084
4717,0,1,258.9,9,81,55,0.408665221398181,1,"6892",26.2684365768615
4724,0,1,246.45,8,64,424,0.38366657142457,1,"6893",16.4846081045753
4725,0,0,119,2,4,382,0.300019806099459,1,"8236",9.25516394296031
4729,0,0,89,1,1,400,0.28212615294699,1,"7526",8.31920164203011
4731,72.45,1,29.5,1,1,3,0.274531326882495,1,"6894",16.0177657067979
4732,129,1,291.8,12,144,8,0.43800880886298,1,"6895",32.3134112931396
4733,0,1,118,4,16,384,0.311933808611768,1,"6896",12.7765806242381
4734,0,0,236,7,49,18,0.390040941773259,1,"8500",20.4679899864128
4736,0,0,197,6,36,26,0.368015389291017,1,"5247",18.8233779066774
4737,83.5,1,29,1,1,337,0.263400051051791,1,"6897",10.6929857665329
4738,0,1,122.5,3,9,102,0.317662866563864,1,"6898",16.882913853209
4739,0,0,134,3,9,22,0.324960682956668,1,"5918",15.4389301881148
4740,0,1,98.5,2,4,390,0.292267798502567,1,"6899",11.1110079070406
4741,0,0,72,1,1,230,0.281850375784349,1,"5054",10.2399975298762
4745,39,0,381,8,64,41,0.456423097040036,1,"8533",22.731604054145
4747,0,0,929.5,22,484,24,0.721637908567477,1,"2338",55.2014071042055
4749,0,1,180.9,4,16,114,0.346148309653866,1,"6900",18.1971818075165
4750,0,1,244.5,8,64,20,0.398912545243757,1,"6902",25.7460637983916
4751,0,0,247,6,36,648,0.364219707674876,1,"1341",9.15342021563752
4752,0,1,202,4,16,50,0.356996139493237,1,"6903",19.7869976866248
4753,0,1,217,9,81,61,0.390841903610781,1,"6904",25.542422169149
4754,0,1,68,2,4,414,0.280547315878327,1,"6905",10.5820482695136
4755,0,1,29.5,1,1,49,0.273004935330305,1,"6906",15.1779539778912
4757,0,0,141.5,4,16,392,0.3205325786491,1,"5110",10.4966017924802
4758,0,0,613.95,17,289,237,0.583847064843121,1,"4179",32.0273545340653
4761,0,1,594,25,625,45,0.589256838482934,1,"6907",60.1975009413834
4762,0,1,267,2,4,312,0.359702886880335,1,"6908",13.5286295989649
4763,0,1,167.5,3,9,392,0.324268461726409,1,"6909",12.2808388836785
4764,0,1,268.85,7,49,211,0.396063744475123,1,"6910",20.1453636606534
4765,0,0,65,1,1,554,0.268622990510487,1,"4770",6.67262391488847
4766,0,1,36,1,1,728,0.253244136436178,1,"6911",6.44378708840404
4767,86,1,325.5,11,121,13,0.448192029064709,1,"6912",31.217301892358
4768,0,1,299.25,8,64,337,0.409231881447367,1,"6913",18.7576355577702
4770,314.9,1,1002.8,29,841,12,0.742577907519755,1,"6915",82.6026870180118
4771,85,1,301,6,36,47,0.410393534451187,1,"6916",23.282051489419
4772,0,0,78,2,4,388,0.284974597567571,1,"4403",8.94842983457888
4773,0,0,867,30,900,151,0.687739853405089,1,"1630",63.6444772690899
4775,0,1,228.95,5,25,366,0.361907717157804,1,"6917",14.7711327936431
4777,0,0,144,3,9,656,0.305893376220723,1,"1683",6.99988781683397
4778,0,0,0,1,1,390,0.252006306882946,1,"7201",7.95873256329662
4779,0,1,362,12,144,73,0.465726653368333,1,"6918",31.3394766390715
4780,36,0,152.85,6,36,21,0.350434798590061,1,"998",18.4712286897803
4781,0,1,59,2,4,55,0.289549310438777,1,"6919",16.243245466022
4783,64.95,1,387,10,100,23,0.469946080557215,1,"6920",30.4053609069968
4784,0,0,38,1,1,389,0.264772746372323,1,"1424",8.16726955885715
4785,0,0,287,4,16,22,0.392914134344542,1,"8425",17.8206945143814
4786,0,1,34,1,1,252,0.267873367642503,1,"6921",11.9199232034662
4787,0,0,301,9,81,379,0.413400890751563,1,"6094",15.6668138586431
4788,0,0,118,4,16,11,0.325449086373183,1,"7195",16.402731595579
4790,69,1,196,7,49,166,0.367767793299469,1,"6922",20.3518703330277
4794,0,1,170,8,64,12,0.36842699078458,1,"6923",24.9773934220682
4796,0,1,83,2,4,491,0.283256942970861,1,"6924",9.68956754101732
4797,0,0,81,2,4,26,0.298541309370215,1,"1588",14.0573691283336
4798,0,0,118,4,16,471,0.308825881903721,1,"1587",9.35617767563755
4799,0,0,17.25,6,36,9,0.298949825865241,1,"167",17.3555278452609
4800,0,1,277,2,4,72,0.373060966465993,1,"6925",18.0182089207885
4801,0,0,39,1,1,384,0.265275994414973,1,"2969",8.22625743465419
4803,0,1,107,3,9,14,0.314976039016524,1,"6926",18.506518042143
4804,288.5,0,99,1,1,340,0.287729969460773,1,"5813",9.05081074453467
4805,0,1,85,1,1,390,0.281048438698058,1,"6927",10.3560849989738
4806,0,0,69,2,4,380,0.282048142820527,1,"4950",8.98983227632125
4807,0,1,118,2,4,393,0.299267472845228,1,"6928",11.2024968914619
4808,0,0,140.5,7,49,22,0.350954384488259,1,"2120",19.337127263169
4812,191.45,0,261.9,9,81,204,0.403932408714039,1,"4509",18.73848529711
4814,418,0,788.9,15,225,157,0.654128413841981,1,"2619",34.5862542070678
4815,0,1,92.95,3,9,150,0.304866442351122,1,"6929",15.7006750494844
4816,0,1,119,1,1,143,0.301835246075788,1,"6930",14.3060902081471
4817,0,1,24.95,1,1,704,0.250357538789946,1,"6931",6.60829991131212
4821,0,1,19.95,1,1,585,0.252449435288819,1,"6932",7.72435678983345
4822,67,1,354,15,225,27,0.474584261729276,1,"6933",37.3418587080081
4825,188,1,68,2,4,356,0.282505291590211,1,"6934",11.3765605126888
4826,0,1,105,4,16,20,0.320150228169402,1,"6935",19.3990561926612
4829,0,1,107,3,9,61,0.313285987900894,1,"6936",17.5426682414848
4830,0,0,433.95,25,625,153,0.515726224161554,1,"5546",44.2348520387159
4831,0,0,211.5,3,9,72,0.353461906915485,1,"3357",15.2247975181888
4834,0,1,296.5,6,36,377,0.395252548204195,1,"6937",16.0413983684456
4835,0,1,120,3,9,389,0.306442151838299,1,"6938",11.9780260326396
4836,0,0,741.45,12,144,17,0.630819358238777,1,"218",33.9457338834369
4839,0,0,325.2,12,144,53,0.450577501846022,1,"3158",26.5708850859693
4844,188.7,0,891.8,19,361,10,0.706283024660663,1,"5639",49.116712203353
4845,0,0,473,13,169,15,0.520468813850062,1,"2171",31.2010114383894
4848,0,1,360,9,81,20,0.453432693740883,1,"6940",28.6868993044482
4849,0,0,530.9,11,121,3,0.538164557631262,1,"3780",29.6261510429375
4851,258,0,458.95,8,64,19,0.491316650922804,1,"6360",24.2571953137042
4852,0,1,525,9,81,8,0.525925134712329,1,"6941",31.5388405573931
4853,0,0,22.5,1,1,518,0.255412856464294,1,"613",6.81017298612584
4854,0,1,843.45,15,225,344,0.66850687416944,1,"6942",34.6667661804539
4856,0,1,155,4,16,394,0.32562359632448,1,"6943",12.9043000647656
4857,0,1,315.2,11,121,23,0.443328804219879,1,"6944",30.7456545643924
4858,0,0,59,1,1,713,0.261410260695968,1,"8219",5.33977494397466
4860,0,0,585,8,64,15,0.546466712698672,1,"3058",26.0158380939617
4861,0,1,29.5,1,1,390,0.261856426098415,1,"6945",10.0048264995324
4862,276.05,0,488.05,20,400,1,0.544385312517141,1,"7666",42.9710082124619
4864,0,0,257.9,4,16,406,0.365848928591767,1,"1342",11.0804463510752
4865,63,1,294.9,14,196,2,0.446835204408902,1,"6946",35.6105075335349
4866,0,1,270,7,49,95,0.401186961820886,1,"6947",22.8947056206203
4867,129,0,385,5,25,43,0.440227544269705,1,"6240",19.4116541775875
4869,137.5,1,179,1,1,4,0.329504054514724,1,"6948",17.4173535853498
4871,0,0,930,7,49,78,0.680641456659807,1,"1731",27.6787341304229
4872,39,0,228.8,5,25,2,0.37598968163288,1,"3636",18.644827930485
